index,appid,name,numPlayer,totalTime,price,avgTime(h)PerP,avgCostPerHourPerPerson
153,4560,Company of Heroes,2791,1148658,19.99,6.859297742744536,2.9142925048186665
155,413150,Stardew Valley,2767,7970953,14.99,48.012004577761715,0.3122135834949723
156,34330,Total War: SHOGUN 2,2765,13437006,29.99,80.99461121157324,0.3702715470991082
157,265930,Goat Simulator,2694,1005961,9.99,6.22346572630537,1.6052149138982525
158,35140,Batman: Arkham Asylum GOTY Edition,2682,1095517,19.99,6.807836191896595,2.9363221200583833
159,203140,Hitman: Absolution,2678,2149642,19.99,13.378404281802341,1.4941991271104675
160,113200,The Binding of Isaac,2675,4388329,4.99,27.34161370716511,0.18250568724450697
162,211420,DARK SOULS™: Prepare To Die Edition,2669,6227267,19.99,38.88639315598851,0.5140615618376408
164,233130,Shadow Warrior,2652,414907,39.99,2.6075100553041732,15.336470100528551
165,12120,Grand Theft Auto: San Andreas,2640,1550510,14.99,9.788573232323234,1.5313774177528683
166,211820,Starbound,2604,8217171,14.99,52.59326036866359,0.28501750785032953
168,6060,STAR WARS™ Battlefront™ II,2569,1304734,9.99,8.46460360711042,1.1802088395029178
170,391540,Undertale,2529,2196793,9.99,14.47734941347041,0.6900434405972706
171,35720,Trine 2,2529,702146,19.99,4.627296691709503,4.32001691955804
172,462780,Darksiders Warmastered Edition,2528,149501,19.99,0.9856342299578059,20.281357315335683
174,295110,Just Survive,2517,9326397,19.99,61.75603893524036,0.3236930403027021
175,12220,Grand Theft Auto: Episodes from Liberty City,2512,1157744,19.99,7.6814225053078555,2.6023825647120606
179,32370,STAR WARS™: Knights of the Old Republic™,2499,1459717,9.99,9.735340802987862,1.0261582210798394
180,212680,FTL: Faster Than Light,2496,3977606,9.99,26.559869123931623,0.376131371483249
183,564310,Serious Sam Fusion 2017 (beta),2448,19342,14.99,0.13168572984749455,113.83162030813774
184,48700,Mount & Blade: Warband,2448,14342957,19.99,97.65085103485838,0.20470891741500724
185,17410,Mirror's Edge,2440,455823,19.99,3.113545081967213,6.420334208673103
188,359550,Tom Clancy's Rainbow Six Siege,2393,14116501,14.99,98.31801782978131,0.15246442443492195
190,15620,"Warhammer 40,000: Dawn of War II",2381,3229863,19.99,22.608588828223436,0.8841772545770517
191,40800,Super Meat Boy,2374,759278,14.99,5.330511092389779,2.8121130863794286
193,214950,Total War: ROME II - Emperor Edition,2358,16709551,59.95,118.10539298840825,0.5075974812249593
194,282440,Quake Live,2335,821890,9.99,5.866452533904353,1.702903064887029
195,251570,7 Days to Die,2333,9785785,24.99,69.90845120731532,0.35746751027127616
200,50130,Mafia II,2297,3075888,29.99,22.31815411406182,1.3437491222047095
201,238460,BattleBlock Theater,2280,1016988,14.99,7.434122807017544,2.016377774369019
206,22370,Fallout 3 - Game of the Year Edition,2230,1979782,19.99,14.79657698056801,1.350988139098143
207,9340,Company of Heroes: Opposing Fronts,2221,583219,19.99,4.376549602281255,4.56752506348387
209,104900,ORION: Prelude,2167,348591,0.99,2.681056760498385,0.36925738186011686
210,201790,Orcs Must Die! 2,2161,1215733,14.99,9.376314977633813,1.5987090915521744
211,107100,Bastion,2159,636914,14.99,4.916736143276208,3.0487704776469036
213,221910,The Stanley Parable,2145,418206,14.99,3.2494638694638693,4.613068679072036
214,34030,Napoleon: Total War,2138,7502860,19.99,58.488150919862804,0.34177862841636386
215,208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,2125,1411127,9.99,11.067662745098039,0.9026296003123745
217,381210,Dead by Daylight,2095,6560285,19.99,52.190015910898964,0.3830234509628774
218,17470,Dead Space,2083,421724,19.99,3.3743318931028967,5.924135690641272
219,379720,DOOM,2082,1929164,29.99,15.443195645212937,1.941955582832771
220,233450,Prison Architect,2069,3203270,29.99,25.803689382954726,1.16223690166611
221,244850,Space Engineers,2061,5511573,24.99,44.570378457059675,0.5606862868368069
222,57690,Tropico 4,2056,1529048,2.99,12.395006485084306,0.2412261747178637
223,219150,Hotline Miami,2054,616757,9.99,5.004519636481661,1.996195584322513
224,231430,Company of Heroes 2,2045,7801593,13.6,63.58266503667482,0.21389477764348896
227,20540,Company of Heroes: Tales of Valor,2032,1146881,19.99,9.406832349081364,2.1250511604952913
228,209000,Batman™: Arkham Origins,2026,1597714,19.99,13.143418887792036,1.5209132548128137
229,323580,Jotun,2007,121511,14.99,1.0090599568178045,14.855410621260624
230,113020,Monaco,2004,249765,14.99,2.0772205588822357,7.216373791363882
231,108800,Crysis 2 Maximum Edition,2003,514254,29.99,4.279031452820769,7.008595363380741
233,213670,South Park™: The Stick of Truth™,1994,1652436,29.99,13.81173520561685,2.171341946072344
234,105450,Age of Empires® III: Complete Collection,1987,2925280,39.99,24.53682268075826,1.629795370015862
241,3830,Psychonauts,1945,357626,9.99,3.0644901456726648,3.259922377008383
243,282070,This War of Mine,1934,1356092,19.99,11.686418476387452,1.7105326187308825
245,41070,Serious Sam 3: BFE,1925,743737,39.99,6.439281385281386,6.210320314842478
251,16450,F.E.A.R. 2: Project Origin,1880,754063,14.99,6.684955673758865,2.2423484509914955
252,289070,Sid Meier's Civilization VI,1878,9165857,59.99,81.34413383031594,0.7374840344989018
255,24740,Burnout Paradise: The Ultimate Box,1847,479216,19.99,4.324273596823677,4.622741728155988
256,4700,Medieval II: Total War,1837,5147423,19.99,46.70135184177101,0.42803900126335054
257,24960,Battlefield: Bad Company 2,1821,5408808,19.99,49.50400878638111,0.40380568139967254
258,239140,Dying Light,1809,4207322,59.99,38.762870831030035,1.547614991198677
259,475150,Titan Quest Anniversary Edition,1809,608636,19.99,5.607481112953749,3.5648804868591406
260,250900,The Binding of Isaac: Rebirth,1803,11808768,14.99,109.15851358846366,0.1373232330417534
261,261640,Borderlands: The Pre-Sequel,1802,3024891,39.99,27.977164261931186,1.4293800338590714
264,346010,Besiege,1777,1069034,7.99,10.026580378915776,0.7968818578267857
265,374320,DARK SOULS™ III,1770,7620597,59.99,71.75703389830508,0.8360156035019304
269,65800,Dungeon Defenders,1743,3318784,14.99,31.734404283801876,0.4723580082343412
272,21100,F.E.A.R. 3,1735,396638,19.99,3.8101633045148895,5.246494284460893
276,22330,The Elder Scrolls IV: Oblivion ,1721,2333244,14.99,22.595816385822197,0.66339714149056
277,15700,Oddworld: Abe's Oddysee,1705,110603,2.99,1.0811632453567939,2.7655398135674436
278,239030,"Papers, Please",1704,586168,9.99,5.7332550860719875,1.7424656412496076
279,24980,Mass Effect 2,1680,2235687,19.99,22.179434523809523,0.9012853767097093
281,12110,Grand Theft Auto: Vice City,1667,353634,9.99,3.535632873425315,2.825519605015355
282,56400,"Warhammer 40,000: Dawn of War II - Retribution",1664,2690944,29.99,26.952564102564104,1.1126956190838604
283,204100,Max Payne 3,1659,1051904,19.99,10.567651195499298,1.8916218590289604
284,220200,Kerbal Space Program,1656,5764462,39.99,58.01592190016103,0.6892935368469773
288,20570,"Warhammer 40,000: Dawn of War II - Chaos Rising",1641,1377382,19.99,13.98925451960187,1.4289539140194947
289,242920,Banished,1635,2967217,19.99,30.246860346585116,0.6608950407064936
290,287390,Metro: Last Light Redux,1623,496383,19.99,5.097381392483056,3.921621409274693
291,55110,Red Faction: Armageddon,1620,215185,19.99,2.213837448559671,9.029569904965493
294,4760,Rome: Total War,1607,2839738,9.99,29.451752748392448,0.3391988274974663
296,286690,Metro 2033 Redux,1593,508376,19.99,5.3188533165934295,3.7583288746911734
297,205950,Jet Set Radio,1590,45935,7.99,0.48149895178197066,16.594013279634265
298,10090,Call of Duty: World at War,1582,3407995,19.99,35.903866413822165,0.5567645492437635
299,17390,Spore,1573,1505804,19.99,15.954693791057426,1.2529228239531838
300,50300,Spec Ops: The Line,1571,487936,29.99,5.176490558030978,5.793500377098636
303,233720,Surgeon Simulator,1540,284349,9.99,3.07737012987013,3.2462783410527205
307,17460,Mass Effect,1516,1689306,19.99,18.57196569920844,1.076353484803819
309,264710,Subnautica,1514,1963832,19.99,21.618582122413034,0.9246674868318674
310,4920,Natural Selection 2,1514,1297946,9.99,14.28826508146191,0.6991751582885575
311,201810,Wolfenstein: The New Order,1511,1331600,19.99,14.687844694462829,1.3609893361369778
312,268500,XCOM 2,1510,5041994,59.99,55.65114790286976,1.0779651859958579
313,214560,Mark of the Ninja,1509,437603,14.99,4.833256019438922,3.10142892073409
314,205230,Hell Yeah!,1506,41845,14.99,0.4630920761398849,32.36937268490859
315,311210,Call of Duty: Black Ops III,1502,6331789,59.99,70.25953173546382,0.8538343270756497
316,6020,STAR WARS™ Jedi Knight: Jedi Academy™,1501,450291,9.99,4.999900066622251,1.9980399341758999
317,35700,Trine,1496,303846,14.99,3.3850935828877002,4.428237988981261
318,202750,Alan Wake's American Nightmare,1494,70629,9.99,0.7879183400267737,12.678978889691203
319,391220,Rise of the Tomb Raider,1491,1814481,59.99,20.28259557344064,2.9577082372314734
320,364360,Total War: WARHAMMER,1490,7668164,59.99,85.77364653243848,0.6993989695577716
321,223470,POSTAL 2,1489,472267,9.99,5.286176404745914,1.8898347756671545
323,4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",1471,264498,12.99,2.996804894629504,4.334616518839462
324,32800,The Lord of the Rings: War in the North,1463,610211,19.99,6.951594896331739,2.875599096050382
325,47830,Medal of Honor(TM) Multiplayer,1458,236624,19.99,2.7048925468678555,7.390312056258029
326,47790,Medal of Honor(TM) Single Player,1458,153147,19.99,1.7506515775034293,11.41860565339184
327,110800,L.A. Noire,1441,874011,19.99,10.108848022206802,1.977475569529445
328,32470,STAR WARS™ Empire at War: Gold Pack,1438,1110866,19.99,12.875127491886879,1.5526059848802647
329,207140,SpeedRunners,1428,713691,14.99,8.329726890756302,1.7995788093166372
330,238010,Deus Ex: Human Revolution - Director's Cut,1422,970142,3.99,11.370628223159867,0.3509040944521524
331,34440,Sid Meier's Civilization IV,1416,84225,19.99,0.9913488700564972,20.164445235975066
332,3900,Sid Meier's Civilization IV,1416,819558,19.99,9.646398305084746,2.072276031714656
334,232090,Killing Floor 2,1409,3118436,29.99,36.8871066950556,0.8130212067844264
339,12100,Grand Theft Auto III,1404,186598,9.99,2.2150759734093066,4.5100033226508325
343,253980,Enclave,1391,112248,4.99,1.3449317038102084,3.7102255719478303
345,203770,Crusader Kings II,1389,9062934,39.99,108.74650827933765,0.36773594511446295
346,102600,Orcs Must Die!,1380,392328,9.99,4.7382608695652175,2.108368507983116
347,209080,Guns of Icarus Online,1371,629909,4.99,7.657537077558959,0.6516455551516173
348,209160,Call of Duty: Ghosts,1358,678153,59.99,8.322938144329898,7.207791162171367
349,209170,Call of Duty: Ghosts - Multiplayer,1358,2601848,59.99,31.93235149729995,1.8786590146695734
350,47890,The Sims(TM) 3,1355,4384004,19.99,53.923788437884376,0.37070837526608097
351,210770,Sanctum 2,1354,401339,14.99,4.9401649433776464,3.0343116417791443
352,65980,Sid Meier's Civilization: Beyond Earth,1352,3226826,39.99,39.77842702169625,1.0053187869441984
354,431240,Golf With Your Friends,1346,629939,5.99,7.800136206042596,0.7679353080218878
355,70000,Dino D-Day,1345,173515,9.99,2.1501239157372987,4.6462438405901505
357,218680,Scribblenauts Unlimited,1343,484487,19.99,6.0124968974931745,3.324741840338337
358,262060,Darkest Dungeon,1340,2346107,24.99,29.180435323383087,0.856395722786727
359,248820,Risk of Rain,1336,1161308,9.99,14.487375249500998,0.6895659032745836
360,225080,Brothers - A Tale of Two Sons,1328,133303,14.99,1.6729794176706827,8.96006241419923
362,250400,How to Survive,1314,400906,14.99,5.08505834601725,2.9478521149596166
363,6860,Hitman: Blood Money,1311,322953,8.99,4.105682684973303,2.189648029279802
364,242050,Assassin's Creed IV Black Flag,1309,2856230,6.79,36.36656480774128,0.1867099638334448
365,239160,Thief,1309,733585,4.49,9.340272472625413,0.4807140276859533
366,9200,RAGE,1305,1108458,9.99,14.15655172413793,0.705680323476397
392,12900,Audiosurf,1299,618119,9.99,7.930703104952528,1.259661327349588
393,287700,METAL GEAR SOLID V: THE PHANTOM PAIN,1287,4790085,19.99,62.03166278166278,0.3222547825351742
394,41500,Torchlight,1281,989887,14.99,12.879091855321365,1.163901940322481
395,47780,Dead Space 2,1280,339369,19.99,4.4188671875,4.523783845902248
396,65790,Arma: Cold War Assault,1273,51895,4.99,0.6794317884262896,7.344372290201369
397,48720,Mount & Blade: With Fire and Sword,1268,1416189,9.99,18.614471608832805,0.536679214426888
398,286160,Tabletop Simulator,1267,1204202,19.99,15.840594580373587,1.2619475802232514
400,6000,STAR WARS™ Republic Commando,1262,180836,9.99,2.3882197569994714,4.183032139618218
401,246620,Plague Inc: Evolved,1256,736299,14.99,9.770421974522293,1.5342223743343397
402,38400,Fallout,1249,246956,9.99,3.2953829730451027,3.031514115874893
403,224760,FEZ,1247,173058,9.99,2.3129911788291904,4.319082619699754
404,234140,Mad Max,1246,1871334,19.99,25.031219903691813,0.7986027080147103
405,225540,Just Cause 3,1244,1883931,49.99,25.24023311897106,1.9805680781302502
406,6030,STAR WARS™ Jedi Knight II: Jedi Outcast™,1242,148019,9.99,1.9862989801395599,5.029454326809396
407,23490,Tropico 3 - Steam Special Edition,1240,190802,1.99,2.564543010752688,0.7759667089443507
408,373420,Divinity: Original Sin Enhanced Edition,1239,1262442,39.99,16.982001614205004,2.3548460840181176
410,274190,Broforce,1230,684301,14.99,9.272371273712738,1.6166306932183352
411,33230,Assassin's Creed II,1227,1333978,6.79,18.11977723444716,0.37472866868868904
413,239820,Game Dev Tycoon,1215,964541,9.99,13.231015089163238,0.7550441090632747
415,237930,Transistor,1212,246462,19.99,3.3891914191419144,5.898161988460695
416,305050,Outland,1210,79092,9.99,1.089421487603306,9.170004551661355
417,335300,DARK SOULS™ II: Scholar of the First Sin,1210,3019336,39.99,41.58865013774105,0.9615604225564827
418,8800,Sid Meier's Civilization IV: Beyond the Sword,1209,2331327,9.99,32.138502894954506,0.31084210837861875
419,34460,Sid Meier's Civilization IV: Beyond the Sword,1209,144798,9.99,1.9961124896608768,5.004727965855882
420,3590,Plants vs. Zombies: Game of the Year,1209,2815497,4.99,38.81302729528536,0.12856508104963352
421,208140,Endless Space,1209,1471073,19.99,20.279473393989523,0.9857257933494802
422,16810,Sid Meier's Civilization IV: Colonization,1207,174313,19.99,2.406973211819939,8.305036342670942
424,32430,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,1199,286521,19.99,3.98277731442869,5.019110641104841
425,34450,Sid Meier's Civilization IV: Warlords,1197,6353,4.99,0.08845725424672793,56.411427671966
426,3990,Sid Meier's Civilization IV: Warlords,1197,87450,4.99,1.217627401837928,4.098133790737565
427,2400,The Ship,1194,191989,9.99,2.6799134561697375,3.7277323179973854
430,19900,Far Cry 2,1194,528032,9.99,7.370630932439978,1.355379219441246
431,221040,Resident Evil 6 / Biohazard 6,1193,1161941,29.99,16.232760547639007,1.8474984530195593
432,238090,Sniper Elite 3,1192,941729,29.99,13.167351789709171,2.277603004686062
434,21120,F.E.A.R.: Perseus Mandate,1189,36513,9.99,0.5118166526492851,19.518708405225535
435,21110,F.E.A.R.: Extraction Point,1189,41181,9.99,0.5772497897392767,17.306199460916442
436,21090,F.E.A.R.,1189,187979,9.99,2.634973366975049,3.7913096675692497
438,365590,Tom Clancy's The Division,1185,6797618,49.99,95.60644163150492,0.5228727180609443
440,236850,Europa Universalis IV,1181,14647466,39.99,206.70993508326276,0.19345949668017665
441,11450,Overlord,1179,215855,4.99,3.0513853548204692,1.6353227861295778
442,32400,STAR WARS™: Dark Forces,1177,94147,5.99,1.3331492495043897,4.493120333096115
446,261030,The Walking Dead: Season Two,1168,465476,24.99,6.642066210045662,3.76238345263773
447,6850,Hitman 2: Silent Assassin,1168,69635,6.99,0.9936501141552512,7.034669347310978
450,206440,To the Moon,1163,147862,9.99,2.118973918028088,4.714545995590483
453,3910,Sid Meier's Civilization III: Complete,1160,1357030,4.99,19.49755747126437,0.25592949308416174
454,6910,Deus Ex: Game of the Year Edition,1158,262406,1.39,3.77671272308578,0.36804493799684457
456,225260,Brütal Legend,1147,284810,14.99,4.138477186864283,3.6221052631578954
458,281990,Stellaris,1143,5202177,39.99,75.85559930008749,0.5271858685315782
459,306130,The Elder Scrolls Online: Tamriel Unlimited,1142,5107578,29.99,74.54141856392295,0.4023266605032757
460,40100,Supreme Commander 2,1140,2180641,12.99,31.880716374269007,0.40745633967260086
461,41000,Serious Sam HD: The First Encounter,1139,223800,14.99,3.274802458296752,4.577375335120643
463,10680,Aliens vs. Predator,1134,810486,14.99,11.911904761904761,1.2584049570257847
464,26800,Braid,1128,166888,14.99,2.465839243498818,6.079066200086285
465,235540,Warhammer: End Times - Vermintide,1127,1161586,29.99,17.178142561372375,1.745823210679192
466,40390,Risen 2 - Dark Waters,1126,527452,9.99,7.807164002368266,1.2795939725320977
469,4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,1120,511997,19.99,7.619002976190476,2.6237028732590226
471,6880,Just Cause,1119,63737,6.99,0.9493148644623176,7.363205045734817
473,233250,Planetary Annihilation,1115,518880,29.99,7.756053811659192,3.8666570305272896
476,32500,STAR WARS™: The Force Unleashed™ II,1113,136495,19.99,2.043950284516322,9.780081321660134
477,22320,The Elder Scrolls III: Morrowind,1110,876455,14.99,13.159984984984986,1.1390590503790838
480,208650,Batman™: Arkham Knight,1101,1346856,19.99,20.38837420526794,0.9804607174040876
483,241600,Rogue Legacy,1096,915629,14.99,13.923798661800486,1.0765740272533963
485,24800,Command and Conquer: Red Alert 3 - Uprising,1092,223790,19.99,3.4155982905982905,5.852561776665624
487,32380,STAR WARS™ Jedi Knight: Dark Forces II,1086,28628,5.99,0.4393492940454266,13.633799077825905
488,482750,Football Manager Touch 2017,1085,393734,29.99,6.048141321044548,4.958548156877485
489,266840,Age of Mythology: Extended Edition,1083,1356937,29.99,20.88237919359803,1.4361390396164302
490,368420,Mirage: Arcane Warfare,1081,49612,9.99,0.76490903484428,13.060376521809241
492,482730,Football Manager 2017,1070,19642589,49.99,305.95933021806854,0.1633877285728475
495,24780,SimCity 4 Deluxe,1064,1253909,19.99,19.64143170426065,1.0177465828859988
496,67370,The Darkness II,1061,209112,29.99,3.2848256361922714,9.129860553196373
497,31280,Poker Night at the Inventory,1058,203998,4.99,3.213579080025205,1.5527858116256041
498,233270,Far Cry® 3 Blood Dragon,1058,307363,14.99,4.841887208569628,3.0959002872824644
500,214490,Alien: Isolation,1053,585884,39.99,9.273251028806584,4.312403479187006
501,47810,Dragon Age: Origins - Ultimate Edition,1052,1885182,29.99,29.866634980988593,1.004130529572211
502,22000,World of Goo,1052,107344,9.99,1.7006337135614702,5.874280816813236
504,269210,Hero Siege,1038,617002,5.99,9.906904303147078,0.6046288342663395
506,91600,Sanctum,1035,222604,9.99,3.5846054750402576,2.7869175756051106
511,7760,X-COM: UFO Defense,1035,243562,4.99,3.9220933977455714,1.2722797480723596
512,7940,Call of Duty 4: Modern Warfare,1035,1252833,19.99,20.174444444444443,0.9908575205155037
513,220440,DmC Devil May Cry,1034,418660,29.99,6.74822695035461,4.444130320546505
518,298630,The Escapists,1029,719442,17.99,11.652769679300292,1.5438389752057844
519,65930,The Bureau: XCOM Declassified,1028,256673,19.99,4.161365110246433,4.803712116194535
520,9450,"Warhammer 40,000: Dawn of War - Soulstorm",1022,1084058,12.99,17.67870189171559,0.7347824562892391
523,209660,Call of Duty: Advanced Warfare - Multiplayer,1016,1654570,59.99,27.141896325459317,2.210236133859553
524,209650,Call of Duty: Advanced Warfare,1016,516142,59.99,8.466896325459318,7.085240883322806
526,263280,Spintires,1015,1729202,29.99,28.394121510673234,1.0562045382783503
527,208480,Assassin's Creed® III,1014,1832516,6.79,30.120249835634453,0.22542973703913088
528,8600,RACE 07,1012,755505,3.99,12.44244071146245,0.3206766335100364
529,55150,"Warhammer 40,000: Space Marine",1012,890230,29.99,14.66123188405797,2.0455307055480043
530,236430,DARK SOULS™ II,1006,4532100,39.99,75.0844930417495,0.5325999867611042
531,359320,Elite Dangerous,1006,5493119,29.99,91.00594764744865,0.3295389013054332
532,33900,Arma 2,1006,318924,12.99,5.283697813121273,2.4585054746585393
